"Story","Title","Result","Date","Stability","Duration (s)"
"Attempting to log in to the application using valid or invalid data functions as intended","Sherlock logs in to the SwagLabs application successfully","ERROR","2022-07-11T09:53:10.675-05:00[America/Bogota]","0.0","17.38"
